name,latitude,longitude,room type,price,reviews per month
City Saver in Brooklyn,40.64985,-74.00835,Entire home/apt,100,3.22
Cozy private room+bathroom in brooklyn!,40.70644,-73.9193,Private room,46,3.22
"Cozy Apt in UWS Manhattan, Columbia, Central Park",40.80431,-73.96512,Private room,98,3.22
Excellent large private room - HK/Columbus Cir,40.76547,-73.98521,Private room,115,3.22
Classy welcoming 3-bedroom - 20 Mins to Manhattan,40.69058,-73.91402,Entire home/apt,125,3.22
Bright serene 2-bedroom in Harlem,40.8114,-73.9431,Entire home/apt,150,3.22
**Cozy Private Room(B),40.68543,-73.95014,Private room,49,3.22
West Village Gem,40.73409,-74.00464,Entire home/apt,299,3.22
SPACIOUS- 3 Bedroom Harlem gem 5 mins from train,40.82656,-73.94648,Entire home/apt,225,3.22
Heavenly Harlem Haven,40.81072,-73.94236,Private room,50,3.22
Your Stunning Vacation Apartment!,40.81822,-73.94095,Entire home/apt,99,3.23
2 BEDROOM IN MIDTOWN EAST,40.75239,-73.9707,Entire home/apt,289,3.23
Serene Brownstone Living Close To It All!,40.67973,-73.93058,Private room,72,3.23
Modern Lux APT Private Bath 15 min to Times Sq,40.74461,-73.92004,Private room,88,3.23
Friendly place with garden,40.6735,-73.97644,Private room,85,3.23
Suite1442,40.67981,-73.94372,Entire home/apt,145,3.23
3rd Floor 3br Timeless Brooklyn Apt,40.67169,-73.94612,Entire home/apt,140,3.23
Renovated brownstone apt w/ private outdoor patio,40.68612,-73.95927,Entire home/apt,225,3.23
A Suite Stay,40.79999,-73.94233,Entire home/apt,250,3.23
Gorgeous 1 BR in heart of Prospect Heights!,40.67933,-73.96912,Entire home/apt,100,3.23
Private apartment w/parking,40.7149,-73.80916,Entire home/apt,80,3.23
Sunny Private Suite in Luxury Building,40.6875,-73.9588,Private room,150,3.23
Beautiful cozy apt by Central Park,40.79832,-73.94214,Shared room,49,3.23
Angeles aparment,40.68308,-73.81649,Entire home/apt,165,3.23
Brick Studio with Great wide Street View,40.74749,-73.98816,Entire home/apt,260,3.23
Time Square - Comfy Standard Queen,40.75652,-73.99826,Private room,179,3.23
Luxury 4 BR Apartment-25 minutes from the city,40.75085,-73.7854,Entire home/apt,114,3.23
JFK LUXURY BEDROOM # 3,40.6597,-73.76993,Private room,65,3.23
"HuGe, Bright Room.",40.69762,-73.91999,Private room,45,3.23
Spring near Beautiful Columbia and Central Park!,40.801,-73.96696,Private room,79,3.23
"Mi casa, tu casa!",40.72044,-73.98335,Entire home/apt,240,3.23
Cozy vibes next to Prospect Park/Botanical Gardens,40.66277,-73.9574,Private room,75,3.23
Sonder | Stock Exchange | Timeless 3BR + Sofa Bed,40.70709,-74.01037,Entire home/apt,475,3.23
Cozy Studio in Gramercy with Private Backyard,40.73863,-73.97989,Entire home/apt,178,3.23
"Lovely pied-à-terre, in an historic building",40.68309,-73.94219,Entire home/apt,110,3.24
Super Cute Junior 1BR in LES!!,40.7195,-73.98022,Entire home/apt,125,3.24
Sunny Studio in Brooklyn,40.69682,-73.9837,Entire home/apt,140,3.24
Big 1.5 bedroom on a great block-Private apt,40.6808,-73.93092,Entire home/apt,160,3.24
Modern private apartment in historic brownstone,40.68989,-73.92128,Entire home/apt,200,3.24
Relaxing bushwick  brownstone,40.69239,-73.91443,Private room,75,3.24
Full 1 Bedroom Apartment in heart of UWS,40.778,-73.97912,Entire home/apt,200,3.24
Spacious Studio Apartment,40.8355,-73.83729,Entire home/apt,71,3.24
Modern Downtown Space for Families: 3 bed | 2 bath,40.71655,-73.99203,Entire home/apt,499,3.24
Guest BedRm in quaint NYC neighborhood. NEAR TRAIN,40.76924,-73.91702,Private room,65,3.24
"Sunny Studio in Park Slope, Brooklyn",40.66989,-73.98757,Entire home/apt,120,3.24
"MANHATTAN 
near Central Park&
Columbia University",40.80908,-73.95858,Entire home/apt,150,3.24
Unique 3 bedroom apartment in Bed-Stuy come all,40.68286,-73.93379,Entire home/apt,170,3.24
Cozy Private Bedroom/Bathroom,40.80508,-73.94942,Private room,125,3.24
Opulent Orange Oasis! (Brooklyn),40.68949,-73.90987,Private room,60,3.24
Duplex w Rooftop Patio,40.71297,-73.95657,Entire home/apt,345,3.24
UWS Brownstone - Near Central Park/Lincoln Center,40.77839,-73.97613,Private room,165,3.24
3 Bed + 2 Bath Trendy Upper East Apartment,40.76398,-73.96581,Entire home/apt,479,3.24
3 Level Loft♦♦♦Private Terrace W/views ♦♦♦Flatiron,40.74493,-73.9824,Entire home/apt,500,3.24
Traditional NYC Oasis - Near Times Square,40.76384,-73.98822,Entire home/apt,379,3.24
Bedroom in Luxury Waterfront Apt with Views & Pool,40.71739,-73.96244,Private room,98,3.24
Cozy 4BDR Unit in Greenpoint mins to Manhattan,40.7256,-73.95698,Entire home/apt,480,3.24
Cute Private Room in Astoria Duplex,40.76836,-73.91506,Private room,87,3.24
Private room 17 mins to Times Square.,40.76412,-73.92185,Private room,65,3.24
Entire Top Floor Suite with Private Bathroom.,40.68072,-73.88787,Private room,120,3.24
"Designers apartment on the Upper East, 2 entrances",40.78423,-73.94786,Entire home/apt,100,3.24
Spacious designer’s flat.,40.76303,-73.99225,Entire home/apt,245,3.24
LARGE ROOM - FIT 2-3 GUESTS - SAFE & RENOVATED,40.87724,-73.85047,Private room,56,3.24
"BIG APARTMENT. NEW AC ROOM, HUDSON RIVER. COMFY.",40.82204,-73.95566,Private room,60,3.24
Magic Manhattan with Rooftop,40.71914,-73.99174,Entire home/apt,189,3.25
LARGE 1 BEDROOM APT. IN MIDTOWN NEAR SUBWAY/BUS,40.74361,-73.97677,Entire home/apt,150,3.25
Large Bedroom 15 Min From Manhattan,40.655,-74.00676,Private room,45,3.25
Beautiful private unit in the heart of Brooklyn,40.66171,-73.89891,Entire home/apt,69,3.25
"Entire floor of house Very Private 2BR suite,SUNNY",40.80247,-73.91435,Entire home/apt,90,3.25
Artsy 2-bdrm apartment Sleeps 6. 1 min from Subway,40.6793,-73.91968,Entire home/apt,85,3.25
"Comfy Brooklyn apt, near train and Manhattan",40.68264,-73.94238,Entire home/apt,265,3.25
Lovely studio,40.68446,-73.92998,Entire home/apt,85,3.25
Charming 1 Bedroom Garden Apt,40.67688,-73.96735,Entire home/apt,185,3.25
Cozy Private BR in PERFECT West Village Apt,40.7359,-74.00191,Private room,120,3.25
Lovely room 20 min to Times Square & Central Park,40.80999,-73.9415,Private room,80,3.25
3A. Private Rm in Guesthouse Manhattan,40.80715,-73.93834,Private room,50,3.25
"Your Very Own Private, Clean Apt. w/ washer &dryer",40.72962,-73.8591,Entire home/apt,69,3.25
Big room @ independent Eco-friendly aprtmnt.,40.72868,-73.95248,Private room,52,3.25
Visit the Big Apple! Mini-MOMA. Enjoy all of NYC!,40.80674,-73.95337,Private room,75,3.25
Speakeasy Inn Bushwick Two,40.70241,-73.91996,Private room,55,3.25
Welcoming House near Verrazano Bridge,40.60809,-74.0727,Entire home/apt,165,3.25
Clean Overnight sofa bed By Times Square,40.76452,-73.9874,Shared room,75,3.25
Basic Little Italy 3,40.71766,-73.99827,Private room,110,3.25
Cozy Entire Floor Private 2 Bedroom & Bath,40.68497,-73.9543,Private room,110,3.25
LUXURY BEDROOM # 3. Ten mins from JFK/Casino,40.68806,-73.77573,Private room,35,3.25
"Modern 1BR Apt in Heart of LES, near Subway!",40.71918,-73.98525,Entire home/apt,59,3.25
Beautiful Private Room 20 min to city X,40.68921,-73.95035,Private room,65,3.25
"Clean, Warm, and Comfortable !",40.66257,-73.92355,Entire home/apt,125,3.25
Quarto espaçoso perto de Manhattan!,40.75408,-73.94098,Private room,48,3.25
"Comfy room in large, dog-friendly apt w/ balcony",40.71036,-73.94053,Private room,65,3.25
Beautiful duplex apartment by Times Square,40.7665,-73.98943,Shared room,85,3.25
Bright Brooklyn garden apartment!,40.68271,-73.94295,Entire home/apt,140,3.26
Amazing Private & Cozy Williamsburg Room *rooftop*,40.70936,-73.94109,Private room,75,3.26
"Sunny, comfy and quiet room",40.70021,-73.9447,Private room,81,3.26
Beautiful Sunny Top Floor 1BD Flat,40.68378,-73.93573,Entire home/apt,139,3.26
Fun Unique Spacious Midtown Getaway,40.7644,-73.9693,Entire home/apt,275,3.26
Spacious Room in Trendy Brooklyn Area with Yard,40.69287,-73.94249,Private room,60,3.26
Huge room in 4 BR on Riverside,40.82203,-73.95612,Private room,50,3.26
Artsy Lofty Studio,40.77617,-73.94677,Entire home/apt,195,3.26
"Cityview in E Williamsburg/Bushwick ""Great Place""",40.70673,-73.92695,Private room,79,3.26
renovated one bedroom in our beautiful townhouse,40.68063,-73.95015,Entire home/apt,140,3.26
Huge 2 Bedroom in Brooklyn Brownstone,40.69002,-73.93733,Entire home/apt,100,3.26
"3 bedroom, second floor and cozy",40.68227,-73.93479,Entire home/apt,150,3.26
"Single Bed  room in townhouse, near subway",40.68224,-73.90739,Private room,35,3.26
Convenient Home near train Subway & Airports,40.70288,-73.81955,Entire home/apt,104,3.26
Stunning modern artsy 2 bed -steam & rooftop,40.72092,-73.94281,Entire home/apt,350,3.26
A gem in the East Village Manhattan!!,40.72497,-73.98208,Entire home/apt,220,3.26
Sunny and Private Room close to Manhattan!!!,40.66316,-73.95326,Private room,75,3.26
Private room in Brooklyn with laundry,40.71415,-73.91426,Private room,45,3.26
Sunny Private Room in Trendy Williamsburg,40.71043,-73.95575,Private room,94,3.26
"One bedroom apt in Astoria, close to subway stop",40.77113,-73.90459,Entire home/apt,113,3.26
"Window-filled & Spacious, Quiet Downtown Getaway",40.7165,-73.99107,Private room,90,3.26
Cozy shared apt in Midtown Manhattan,40.76456,-73.98818,Shared room,75,3.26
Modern Newly Renovated Home Away From Home,40.61768,-73.91669,Entire home/apt,85,3.26
Private Entrance Brooklyn Townhouse Garden Suite,40.71399,-73.93798,Private room,110,3.26
A warm and friendly place!,40.81098,-73.91814,Entire home/apt,65,3.26
Spacious standalone room in the heart of Astoria,40.75836,-73.9175,Private room,80,3.26
cozy bedroom 01 in the heart of Astoria- Queens,40.76472,-73.91358,Private room,70,3.26
Delightful 3 Bedroom in Central Midtown Location,40.76324,-73.98985,Entire home/apt,449,3.26
Bright & Cozy 3BR Apartment in Wall Street,40.70562,-74.00712,Entire home/apt,320,3.26
Private Cozy Bedroom in Brooklyn,40.6536,-73.94883,Private room,47,3.27
Amazing Downtown With Rooftop,40.71695,-73.99178,Entire home/apt,117,3.27
Entire Apartment - charming 1BR-20min to Downtown,40.67879,-73.93653,Entire home/apt,125,3.27
The Ultimate Luxury!,40.75607,-73.98593,Entire home/apt,699,3.27
It's always sunny in Williamsburg!,40.71301,-73.95374,Private room,96,3.27
Brownstone! Entire Garden Apt w/ Private Entrance!,40.682,-73.92246,Entire home/apt,125,3.27
Spacious Sunny Brownstone Room - Great Location!,40.6796,-73.93022,Private room,95,3.27
"Luxury Apt, Near Subway, Perfect for Work or Play!",40.67895,-73.92851,Entire home/apt,125,3.27
Blueberries & Cream - Cozy 1 Bedroom Apt. #2,40.68401,-73.9457,Entire home/apt,99,3.27
Beautiful Lower East Side 1 Bedroom Loft,40.71558,-73.99136,Entire home/apt,325,3.27
Modern Cozy & Clean Private 3 Bedroom Mins to NYC,40.75331,-73.93907,Entire home/apt,300,3.27
Simple studio,40.64663,-73.96187,Shared room,23,3.27
THE SNUG Luxury Hotel Studio at 56th/Park,40.75978,-73.97159,Entire home/apt,169,3.27
COZY APARTMENT IN CENTRAL PARK,40.77255,-73.96323,Entire home/apt,126,3.27
Trendy Williamsburg! 1 block to subway (L).,40.71434,-73.94275,Entire home/apt,150,3.27
Shared Apartment by Times Square Manhattan,40.76488,-73.98832,Shared room,65,3.27
Home away from home!,40.71288,-73.74334,Entire home/apt,80,3.27
A real East Village experience on St Marks Place!,40.7277,-73.98362,Entire home/apt,140,3.27
A+ Location - Cozy Brooklyn Room with Great Access,40.67779,-73.98342,Private room,60,3.27
Studio sanctuary in Park Slope Brooklyn,40.6726,-73.98195,Entire home/apt,130,3.27
Gramercy 3 Bedroom - Central to Everything! #10294,40.73551,-73.98546,Entire home/apt,350,3.27
Modern Apartment in Brooklyn with deck and yard,40.64261,-73.9835,Entire home/apt,200,3.27
Madison Square - Double Double,40.75491,-73.99644,Private room,199,3.27
Gut renovated one bedroom in Brooklyn!,40.64487,-73.94711,Entire home/apt,70,3.27
Modern 1 Bedroom Escape with River Views,40.76792,-73.98453,Entire home/apt,279,3.27
"LUMINOUS, COZY BR w/ personal BA + entrance in BK",40.70333,-73.94913,Private room,85,3.27
Royal Court,40.66971,-73.78583,Entire home/apt,300,3.27
Entire Magnificent Townhouse,40.77052,-73.96683,Entire home/apt,249,3.27
Beautiful apartment in Manhattan!,40.72859,-73.97977,Entire home/apt,250,3.27
"Striking 1,500sf Full-Floor 3BD Loft in Flatiron",40.73745,-73.98168,Entire home/apt,399,3.27
"Sunny, pretty Park Slope 3+ bed apt",40.66448,-73.98695,Entire home/apt,224,3.28
Arverne By The Bay Private Room & Bathroom,40.59684,-73.79449,Private room,35,3.28
Holiday special! Best location!,40.76502,-73.98932,Entire home/apt,125,3.28
R&R on mount Morris,40.80038,-73.94602,Entire home/apt,169,3.28
"Privacy, comfort, style in the heart of Park Slope",40.67192,-73.97733,Entire home/apt,185,3.28
Sunny Renovated Private Room in the East Village,40.72415,-73.97451,Private room,125,3.28
Spacious Private Room - Harlem/Manhattan Townhouse,40.80921,-73.94002,Private room,70,3.28
An amazing Studio Apt in FIDI,40.70689,-74.00671,Entire home/apt,145,3.28
New tidy  room attached by PRIVATE FULL BATH,40.75884,-73.81477,Private room,70,3.28
Private Room in Homey Roosevelt Island Apartment,40.76208,-73.94954,Private room,100,3.28
"★Comfy Bedroom in Convenient, awesome location!★",40.65068,-73.96073,Private room,31,3.28
Studio apartment close to Central Park,40.76439,-73.96569,Entire home/apt,250,3.28
Cozy room in Hamilton Hights R2,40.83233,-73.94562,Private room,47,3.28
Havemeyer mini Duplex in central Williamsburg,40.71515,-73.95231,Entire home/apt,160,3.28
Spacious & Private Harlem/Washington Heights Room,40.82967,-73.93957,Private room,79,3.28
2 Bedroom Garden Getaway,40.66673,-73.96158,Entire home/apt,139,3.28
Cozy Private Room near Central Park,40.78875,-73.9476,Private room,85,3.28
Clean and modern space in Clinton Hills,40.6886,-73.95884,Entire home/apt,148,3.28
"Sunny, Modern Williamsburg Condo Steps from Train",40.71441,-73.95229,Entire home/apt,160,3.28
Luxury Apt near the Statue of Liberty,40.7041,-74.0155,Entire home/apt,160,3.28
Half block to NY. Flushing Chinatown. Main Street,40.76016,-73.82672,Private room,57,3.28
"Private Bedroom in Williamsburg, Brooklyn",40.71423,-73.96234,Private room,65,3.28
Brownstone Garden Apartment,40.68963,-73.95138,Entire home/apt,160,3.28
NY MIDTOWN DOUBLE ROOM,40.756,-73.99783,Private room,209,3.28
New apt so I have the basic things for the moment.,40.8461,-73.90883,Private room,30,3.28
Brightly Artsy 1 Bedroom next to Pratt Institute,40.6895,-73.95886,Entire home/apt,120,3.28
Cozy and Comfortable Vacation Apartment in Queens!,40.73173,-73.899,Entire home/apt,100,3.28
Artsy and bright Studio apartment in Brooklyn,40.69462,-73.94499,Entire home/apt,89,3.28
Spacious Room in North Williamsburg!,40.71878,-73.9604,Private room,70,3.28
Entire studio First Floor Walk to all,40.72222,-73.98221,Entire home/apt,190,3.28
The Green Place I,40.74764,-73.9482,Entire home/apt,199,3.28
Peaceful and Cozy Room in Bushwick,40.70044,-73.9243,Private room,63,3.28
Room in Bright Authentic New York Style Apartment,40.86594,-73.92487,Private room,46,3.28
Spacious Suite in Midtown West/Times sq.,40.76466,-73.99325,Private room,180,3.29
PRIVATE ROOM IN NEW YORK MANHATTAN,40.83333,-73.94182,Private room,53,3.29
[306] 5 min WALK to Times Square,40.76207,-73.98945,Private room,245,3.29
UNBEATABLE LOCATION/TIMES SQUARE!,40.75735,-73.99007,Entire home/apt,160,3.29
3 Bed - 3 Bath East Village Oasis w Private Patio,40.72846,-73.98987,Entire home/apt,550,3.29
"Midtown Times Square bright room, private bath",40.75699,-73.98493,Private room,125,3.29
SUNNY APT Best location In Williamsburg!!!!!,40.71024,-73.96081,Entire home/apt,150,3.29
Queen of Elevated Castle,40.76492,-73.99128,Private room,150,3.29
Private Retreat in Brooklyn,40.65141,-73.92512,Entire home/apt,75,3.29
"Cozy Bedroom in Astoria, 17 min from Times Square",40.76227,-73.92316,Private room,55,3.29
Gorgeous  Renovated 1BR - close to Central Park,40.79126,-73.94663,Entire home/apt,195,3.29
"Private, Quiet 2-Bed Place near Brooklyn College",40.63262,-73.95768,Entire home/apt,150,3.29
Sunny Room w/ Private Bath in Williamsburg!,40.71553,-73.96332,Private room,90,3.29
Brooklyn 3Bed 1Bath 8minute Subway 30 to Manhattan,40.65894,-73.8921,Entire home/apt,300,3.29
"Nice room, close to everything NY has to offer",40.75807,-73.90977,Private room,60,3.29
1min from the station K size bed 20min toManhattan,40.68928,-73.95541,Private room,70,3.29
Room 5 - Quiet Retreat in Historic Victorian Home,40.64293,-73.96863,Private room,50,3.29
Richmond Hill 3 Bedroom apartment in Private home!,40.69792,-73.84081,Entire home/apt,300,3.29
Convenient and Relaxing,40.70055,-73.91013,Private room,45,3.29
Cozy Bklyn Minimalism Private Bdrm in 2Bdrm w/ Gym,40.69178,-73.9486,Private room,42,3.29
Rose in Spanish Harlem 2,40.79006,-73.94969,Private room,120,3.29
LUXURY 3BDRM 2BTH Sleeps 10 PPL 30 min to Midtown,40.75862,-73.91097,Entire home/apt,349,3.29
Luxury New Private Duplex in Manhattan,40.85167,-73.92868,Entire home/apt,350,3.29
"Private,Affordable, 20 min to NYC!",40.70054,-73.90255,Entire home/apt,77,3.3
FOODIE HAVEN -ENJOY THE REAL NYC :),40.72778,-73.98305,Private room,125,3.3
Spacious Sunny Designer 1 Bedroom in East Village,40.72187,-73.98083,Entire home/apt,150,3.3
"Comfy 4br, 2 full baths, 3 fls, 2 living rooms",40.71262,-73.95026,Entire home/apt,600,3.3
Spacious UES 1 bedroom apartment,40.78301,-73.95085,Entire home/apt,165,3.3
Beautiful Upper East Side Apartment,40.77032,-73.95268,Entire home/apt,179,3.3
Sunny Friendly 3BR Lower East Side,40.72048,-73.9906,Private room,325,3.3
ENTIRE PLACE,40.85558,-73.93777,Entire home/apt,95,3.3
Garden level studio w/backyard,40.61529,-73.92567,Entire home/apt,90,3.3
Gloriously Sunny Brooklyn Pad!,40.6892,-73.95457,Private room,53,3.3
California King of Elevated Castle,40.76404,-73.9926,Private room,175,3.3
Room in Modern Apartment.,40.67453,-73.94537,Private room,45,3.3
"Great Catch, Don't miss out!",40.69257,-73.94657,Entire home/apt,165,3.3
3-BR duplex in Bed-Stuy Brownstone,40.68376,-73.95109,Entire home/apt,66,3.3
"Private room for 4 JFK, LGA, Subway to Manhattan",40.68695,-73.8045,Private room,79,3.3
Private Room on NYC's Upper West Side,40.77988,-73.98605,Private room,95,3.3
Sunny Apt/Park Slope Brooklyn 25 min. ride to city,40.66623,-73.99267,Private room,60,3.3
Gowanus/Park Slope Duplex Garden Apt. 1 BLK METRO,40.66906,-73.99047,Entire home/apt,200,3.3
3rd Floor Art,40.85419,-73.93013,Entire home/apt,140,3.3
Freehand New York- Artist Room,40.73928,-73.98638,Private room,129,3.3
Huge outdoor w/ amazing view right from your room,40.73213,-74.00865,Private room,100,3.3
Private Room in the Heart of NYC. Room 1 of 3.,40.74936,-73.97836,Private room,153,3.3
Cozy Nook in Trendy Lower East Side,40.71813,-73.98633,Entire home/apt,214,3.3
Artist Retreat in Williamsburg with studio space!,40.70891,-73.94047,Entire home/apt,100,3.3
✤ NEWLY RENOVATED ✤ TOP LOCATION ✤,40.76332,-73.9915,Entire home/apt,379,3.3
Sunny studio in great location,40.75817,-73.92949,Entire home/apt,100,3.3
3 bedroom duplex Brooklyn townhouse,40.69376,-73.93776,Entire home/apt,225,3.31
Private Master Bedroom w/Garden 14 min to Union Sq,40.70561,-73.92515,Private room,55,3.31
Private space in Brooklyn,40.6435,-73.96208,Entire home/apt,87,3.31
Gorgeous room in Manhattan,40.76717,-73.95532,Private room,95,3.31
Downtown Manhattan Modern Gem!!,40.73857,-73.98335,Entire home/apt,269,3.31
arty east village,40.71908,-73.98633,Entire home/apt,174,3.31
Simple but spaced - Near to subway,40.82195,-73.95508,Private room,50,3.31
Prime Central Park West Pied à Terre,40.78466,-73.97276,Entire home/apt,200,3.31
Lovely 2-bed apt 20' to Manhattan. Walk to train,40.71307,-73.84833,Entire home/apt,90,3.31
cozy two bedroom apt by central park,40.78672,-73.94519,Entire home/apt,175,3.31
Apartment with backyard in East Williamsburg,40.70653,-73.93864,Entire home/apt,109,3.31
Beautiful Queen Private Room in Financial District,40.7054,-74.00763,Private room,146,3.31
Nice bedroom. Sleeps 2.,40.80055,-73.94101,Private room,88,3.31
A3Small Cozy Room in Long Island City,40.75541,-73.9335,Private room,35,3.31
Newly Renovated 2BR private basement unit.,40.739,-73.87609,Entire home/apt,120,3.31
Quiet and private in the heart of Chelsea.,40.74325,-73.99975,Entire home/apt,175,3.31
Cozy & Inspiring Experience,40.78617,-73.97663,Shared room,60,3.31
Spacious 2BR/2BTH/& Parking| Close to Everything!,40.66337,-73.88036,Entire home/apt,80,3.31
Luxurious Brooklyn Getaway - Two Bedroom Apartment,40.67363,-73.91385,Entire home/apt,150,3.31
QUIET 1BR apartment CLOSE to EVERYTHING,40.76396,-73.99185,Entire home/apt,200,3.31
Speakeasy Inn Bushwick Four,40.70122,-73.91836,Private room,70,3.31
HUGE APT on border of EAST VILLAGE & GRAMERCY!,40.73338,-73.98315,Entire home/apt,499,3.31
Modern and Tranquil Apartment on Riverside Drive!,40.79485,-73.9755,Entire home/apt,146,3.31
Queens Two BR house 20Min to Manhattan,40.7396,-73.88119,Entire home/apt,165,3.31
Prime Location of Flushing Queens 豪华卧室 旅途中的家 E,40.74764,-73.81795,Private room,55,3.31
Sunnyside's beauty,40.7441,-73.92153,Entire home/apt,115,3.31
"LOVE MANHATTAN 3
NEAR TO YANKE STADIUM",40.81072,-73.92031,Private room,55,3.31
Urban Oasis Steps from Central Park,40.80466,-73.95635,Entire home/apt,112,3.31
Huge family 2 bedroom in Ideal Upper Manhattan,40.8087,-73.94157,Entire home/apt,150,3.31
Beautiful  Cozy  room in NYC  nearby Time square,40.84562,-73.94031,Private room,54,3.31
Amazing Townhouse Prewar Duplex @ Lex Ave&79th St!,40.77567,-73.95961,Entire home/apt,495,3.31
Amazing Private Room w/ Bunk Bed - Nearby Subway,40.68439,-73.93753,Private room,57,3.31
"XL clean room in Manhattan, 1 block from subway!",40.84669,-73.94028,Private room,55,3.31
Private 2BR near the beach and subway/has yard!!!,40.59284,-73.97682,Entire home/apt,130,3.31
JFK LUXURY APARTMENT #A,40.65795,-73.76996,Entire home/apt,175,3.31
Beautiful Home Away From Home!,40.68471,-73.95325,Entire home/apt,130,3.32
1000 SQ FT Cobble Hill Übercharmer,40.68982,-73.99675,Entire home/apt,250,3.32
"A Gem Studio Apartment 
Astoria,NYC",40.76762,-73.90727,Entire home/apt,87,3.32
Designers brownstone in Bed-Stuy,40.68211,-73.9236,Entire home/apt,135,3.32
Private room & bathroom in the sky,40.74576,-73.98146,Private room,200,3.32
Charming and Artsy Studio Apartment,40.68549,-73.93268,Entire home/apt,100,3.32
Beautiful Apartment in Historic Brooklyn Townhouse,40.65976,-73.95604,Entire home/apt,175,3.32
Mod Home Steps from Prospect Park,40.64841,-73.96969,Entire home/apt,150,3.32
Comfy KING bed in modern NYC apt,40.67409,-73.92607,Private room,60,3.32
Lavish Upscale  Room. Unforgettable.,40.78983,-73.94419,Private room,65,3.32
Sophisticated Brooklyn Brownstone,40.68707,-73.9349,Entire home/apt,196,3.32
A PIECE OF GREENWICH VILLAGE HISTORY!,40.73299,-73.99812,Private room,135,3.32
Cozy midtown apt next to metro & Empire State bldg,40.7433,-73.97919,Entire home/apt,129,3.32
Midtown Apt. with a great view and everything near,40.76697,-73.99134,Private room,130,3.32
Private Comfy Town Home in Heart of Williamsburg,40.71561,-73.96307,Private room,129,3.32
Cosy one-bedroom nest in the heart of Williamsburg,40.7141,-73.96194,Entire home/apt,128,3.32
***WELCOME TO MI CASA TU CASA NEAR JFK/LGA AIRPORT,40.72691,-73.85478,Private room,38,3.32
Soho! Room in Modern Apartment!,40.72513,-74.00329,Private room,119,3.32
"Cute, Cozy, East Village 1BR Apartment!",40.72564,-73.98616,Entire home/apt,125,3.32
An artist retreat in the heart of Bushwick,40.69826,-73.91944,Entire home/apt,95,3.32
Overnight bed by Times Square,40.76441,-73.98692,Shared room,75,3.32
Entire 3 bedroom apartment in best location.,40.75651,-73.93441,Entire home/apt,170,3.32
"Home to LGA airport near Manhattan, JFk, Astoria.",40.7698,-73.87183,Entire home/apt,150,3.32
A place to crash in historical Bed-Stuy,40.68763,-73.95683,Entire home/apt,100,3.32
"Bright, Modern Two Bedroom With Stunning Rooftop",40.71292,-73.95876,Entire home/apt,325,3.33
$99 Manhattan/Time Sq.,40.75856,-73.99569,Private room,125,3.33
Beautiful bright renovated 2BR w Balcony-sleeps 5!,40.7043,-73.98667,Entire home/apt,189,3.33
Spacious Harlem Brownstone apartment,40.80678,-73.94976,Entire home/apt,175,3.33
Perfect Weekender in the East Village...,40.72372,-73.97984,Entire home/apt,150,3.33
Private Room in Cozy Harlem 2 Bedroom,40.82261,-73.95163,Private room,25,3.33
Brooklyn Pied-à-Terre 2 Bed 31 day minimum,40.68637,-73.91133,Entire home/apt,116,3.33
**Cozy Space - Private Access**,40.6497,-73.94754,Private room,70,3.33
"Beautiful, Comfortable Apt. in Convenient Location",40.67488,-73.85568,Entire home/apt,110,3.33
Private Room Spacious Apartment UES/Spanish Harlem,40.78809,-73.94194,Private room,76,3.33
Sun Drenched 1 Bedroom in Carroll Gardens,40.67666,-74.00055,Entire home/apt,68,3.33
Boho Chic One Bedroom In Cobble Hill Brookyn,40.68669,-73.99909,Entire home/apt,112,3.33
Quiet & Convenient in heart of midtown,40.7592,-73.97017,Private room,95,3.33
"Large, private apartment in restored Brownstone.",40.67908,-73.96858,Entire home/apt,200,3.33
Harlem Hideaway,40.81798,-73.93956,Private room,115,3.33
"Bushwick Room w Private Bath, 1 Block to Subway",40.70072,-73.91359,Private room,60,3.33
Private Room with En-Suite in Brooklyn Brownstone,40.66725,-73.95017,Private room,70,3.33
New*full floor 3BR2bath SPACIOUS FAMILY WELCOME*,40.76281,-73.98883,Entire home/apt,415,3.33
Large studio near Central Park/Columbus Circle,40.76582,-73.98409,Entire home/apt,195,3.33
New York City (Downtown) accessibly sleeps 6,40.85456,-73.86921,Entire home/apt,79,3.33
British Room @ Columbia Uni.,40.80445,-73.96373,Private room,75,3.33
Modern Brooklyn Brownstone Garden Apartment,40.6881,-73.95356,Entire home/apt,140,3.33
Private Room in a Neo Hippie Art Apartment!,40.69747,-73.94498,Private room,35,3.33
Private room in Beautiful Bed-Stuy,40.68427,-73.9546,Private room,46,3.33
Spacious ground floor in Brooklyn town house,40.68636,-73.95577,Entire home/apt,200,3.33
Twin Beds  With Sauna & Relaxing Spa Amenities,40.62297,-73.92971,Private room,42,3.33
Sonder | Stock Exchange | Expansive 3BR + Lounge,40.70775,-74.01047,Entire home/apt,454,3.33
Cozy room in brand new condo with rooftop & gym,40.73394,-73.95174,Private room,50,3.33
Modern room B into heart of Brooklyn close Subways,40.68772,-73.90808,Private room,51,3.33
"POSH COBBLE HILL APARTMENT, 5 MINUTES TO MANHATTAN",40.68391,-73.99226,Entire home/apt,190,3.33
Spacious 3 bedroom apartment in WILLIAMSBURG,40.7077,-73.95332,Private room,65,3.33
Sunny and cozy studio 30 min from Manhattan,40.64882,-73.94537,Entire home/apt,85,3.33
